material_id,formula
mp-2615,LaZn
mp-265,TaIr3
mp-2723,IrO2
mp-2725,TbIr2
mp-2762,YIr2
mp-2819,InTe
mp-28424,K4P3
mp-29663,Si3Ir
mp-30522,Nd5Ir3
mp-30738,LiIr3
mp-30739,Mg3Ir
mp-30741,PaIr3
mp-30743,TmIr2
mp-30744,IrW
mp-30745,Ir3W
mp-30746,YIr
mp-30747,Zn11Ir2
mp-30748,Zr3Ir
mp-30749,Zr5Ir3
mp-312,ThIr5
mp-31277,Sn4Ir
mp-31326,Mg2In
mp-31337,InPd3
mp-31349,Sr3In
mp-31430,Na2In
mp-318,SrIr2
mp-510198,IrPb
mp-510430,Li13In3
mp-510436,InPd3
mp-510437,In3Pd2
mp-510438,InPt
mp-541885,In3Te4
mp-544,Ti3Ir
mp-556597,In3S4
mp-567207,SrIn4
mp-567258,LaZn2
mp-567822,Sr3In11
mp-567963,Lu5Ir2
mp-568058,YbIn2
mp-568655,In7Pd3
mp-568705,YbIr
mp-568992,ZrIr
mp-569020,InSb
mp-569125,Mg3In
mp-569250,VIr
mp-569264,NdIr5
mp-569322,Te2Ir
mp-569388,Te2Ir
mp-569802,Si3Ir
mp-570786,KNa2
mp-571499,TaIr
mp-581760,Yb2In
mp-630976,In3Ir
mp-636498,In3Ir
mp-640712,Rb8In11
mp-644899,UIr
mp-655461,SrIn
mp-672314,Mg3In
mp-684597,InSb
mp-685099,IrSe3
mp-685149,K5Sb4
mp-697180,Mg3In
mp-715,ZrIr2
mp-862620,IrRu3
mp-862770,Tc3Ir
mp-862920,PmIn3
mp-863709,Ir3Rh
mp-864735,Mn3Ir
mp-864754,NaIn3
mp-864758,Na3In
mp-865362,Zn3Ir
mp-865496,VIr3
mp-867345,TcIr3
mp-867792,ReIr3
mp-890,NdIr2
mp-899,InRh
mp-912,LaPt2
mp-946,PrIr2
mp-971750,Tl3Ir
mp-971832,ZnIn3
mp-971934,Zn3In
mp-973065,LaP3
mp-973245,KLu
mp-973250,KLa3
mp-973271,K3Y
mp-973278,KSr3
mp-973308,MgIn3
mp-973320,MgIn3
mp-973372,MgIn5
mp-973415,LiLa3
mp-973508,KRb3
mp-973622,K3Sr
mp-973627,K3Sr
mp-974062,KTm
mp-974358,Ir3Ru
mp-974421,IrRu
mp-974430,Re3Ir
mp-974627,K3Tl
mp-974738,KSr3
mp-974827,KPr3
mp-974948,Rb3In
mp-975512,InSb3
mp-975606,InN3
mp-975821,K3Ir
mp-976126,K3Rh
mp-976589,NaIn3
mp-976949,Lu3In
mp-977,LuIn3
mp-978283,Mg3In
mp-981211,ZnIn3
mp-982070,VIr
mp-982195,KNd3
mp-982664,K3In
mp-985564,InTc3
mp-9888,Ir3Se8
mp-1001612,LuSi
mp-1001787,LiRh3
mp-1002104,LaPt
mp-1002107,LaRh
mp-1002115,LaPd
mp-1008902,LuSb2
mp-1008998,LaS
mp-1009007,LuSb
mp-10162,La3Si2
mp-10177,LaSb
mp-1018047,LaSn
mp-1018751,LaS2
mp-1018792,LuS2
mp-1018793,LuSe2
mp-1019091,LaSe2
mp-10195,LuS2
mp-1024948,LuZn2
mp-1025438,LuPt
mp-1025470,LuTe3
mp-1063255,LaPd2
mp-1064719,LaNi
mp-1065,LaSb
mp-1065583,LaSe
mp-1065783,LaRh3
mp-1072259,LuSn2
mp-1077735,LaSn2
mp-1078612,LaTe3
mp-1080689,LuTe3
mp-1095487,LuTc2
mp-1101942,LaSb2
mp-1102043,LaOs2
mp-1102319,Lu2Pt
mp-1103,LuSi2
mp-1103963,Lu3Pd4
mp-1104212,La2Te5
mp-1104393,LuZn12
mp-1104417,La5Ru2
mp-1104435,La3Pd4
mp-1104495,La3Rh2
mp-1104856,La3Pt4
mp-1104877,Lu3Pt4
mp-1106258,Lu5Sn3
mp-11487,LaPt3
mp-11493,LuPb2
mp-11494,LuPb3
mp-11495,LuRu
mp-11496,LuZn
mp-1158,LuPd3
mp-11584,Lu8Te
mp-1161,LaSe
mp-1184975,La3Zn
mp-1185011,La3Zr
mp-1185037,LaY3
mp-1185044,LaPr3
mp-1185074,LaNd3
mp-1185085,La3Zn
mp-1185096,La3Sc
mp-1185103,La3Tl
mp-1185109,La3Ta
mp-1185112,La3Pm
mp-1185117,La3Nb
mp-1185118,La3Yb
mp-1185121,LaZn3
mp-1185124,LaNd3
mp-1185132,LaPr3
mp-1185133,LaPm3
mp-1185150,La3Nd
mp-1185152,La3Tb
mp-1185160,La3Tm
mp-1185162,LaYb3
mp-1185163,LaTa3
mp-1185170,La3Lu
mp-1185211,LaY3
mp-1185223,LaTb3
mp-1185426,Lu3Si
mp-1185473,Lu3Sn
mp-1185522,Lu3Tl
mp-1185525,Lu3Th
mp-1185530,LuZr3
mp-1185605,LaSe3
mp-1186051,Na3La
mp-1186143,NaLu3
mp-1186146,NaLa
mp-1186275,Nd3Lu
mp-1186318,NdLu3
mp-1187028,Sm3Lu
mp-1187127,Sr3La
mp-1187229,SrLa3
mp-1187291,Tb3Lu
mp-1187686,TmLu3
mp-1188370,La3Sn5
mp-1190019,LuZn3
mp-1190342,Lu5Pt3
mp-11908,Lu5Si3
mp-1205384,LaTe2
mp-1206710,LaO
mp-1206747,LuTl
mp-1217467,TbLu
mp-1222252,LuZr
mp-1222259,LuTh
mp-1222266,Lu3S4
mp-1222322,Lu3Th
mp-1222693,LaTh
mp-1222741,LaY
mp-1223,La4Sb3
mp-1254,LuTe
mp-13132,LaN
mp-1329,LaTe2
mp-1560,LaTe
mp-1702,LaRh2
mp-1728,LuRh2
mp-1768,LaOs2
mp-1832,LaPt5
mp-2001,LaTl3
mp-2019,LaRu2
mp-20215,LaS
mp-2060,LuTl3
mp-2062,LaSi2
mp-2130,LuNi2
mp-21432,LaPb3
mp-2205,LuPd
mp-2306,LaMg3
mp-2350,LaS
mp-2384,LaP
mp-2424,LaZn5
mp-2708,LaNi2
mp-30715,Lu2Zn17
mp-30752,La2Mg17
mp-30753,LaPd5
mp-30760,Li3Pb
mp-30761,Li7Pb2
mp-30764,LiPt2
mp-30767,Li7Sn2
mp-30768,Li7Sn3
mp-30769,Li13Sn5
mp-371,La3Tl
mp-377,LuRh
mp-414,LuSe
mp-510494,La5Sn3
mp-516,LuSb
mp-557579,LaS
mp-567590,LuOs2
mp-569073,LiSn
mp-569100,LaRh3
mp-569251,Lu7Sb3
mp-569265,Mg3Pt
mp-569849,Li15Si4
mp-570657,Mg2Si
mp-626,La4Rh3
mp-633,LaSn3
mp-642890,LaSe
mp-656,LuS
mp-672287,Li13Si4
mp-674,LaPd3
mp-676024,Li27Sb10
mp-7083,LaSi
mp-7396,Li3Tl
mp-759,La2Sb
mp-790,LuPt3
mp-7924,Li2Sn5
mp-795,LiSi
mp-861620,LaZn4
mp-865604,Li5Mg
mp-865778,Lu5Rh3
mp-865802,LuRh3
mp-865907,LiZn3
mp-865939,LiMg2
mp-867883,La3Pb
mp-879,La3Te4
mp-9563,Li2Sb
mp-972257,LaTb3
mp-972416,Tm3Lu
mp-972549,SmLu3
mp-973191,LiTl3
mp-973316,NaLi3
mp-973339,Lu3Th
mp-973374,LiMg2
mp-973455,LiMg2
mp-973457,LuO3
mp-973493,LiLu3
mp-973556,LuTh3
mp-973668,LuSi3
mp-973750,LuTe2
mp-973866,LuOs3
mp-974938,Rb3Li
mp-974950,Rb3Li
mp-974959,Rb3Li
mp-974966,Rb3Lu
mp-975321,LiSi3
mp-975341,La3Mg
mp-975649,LiTm3
mp-975994,NaLa3
mp-976355,Lu3Si
mp-976357,Lu3Sn
mp-976944,Li5Mg
mp-976982,Li2Mg
mp-977207,Li2Mg
mp-977218,Li2Mg
mp-977230,Li3Tc
mp-977239,Li3Th
mp-977286,Li3Sm
mp-977314,NaLu3
mp-978088,PrLu3
mp-980190,LiYb3
mp-30775,PrMg2
mp-30782,Sr6Mg23
mp-30784,Mg2Zn11
mp-428,PrMg3
mp-570442,Th6Mg23
mp-570849,Mg5Tl2
mp-7381,TbMg3
mp-7753,MgPd3
mp-976969,MgPb5
mp-977059,MgPd5
mp-978258,MgTa
mp-978304,Mg3Ta
mp-978964,Th3Mg
mp-979263,ThMg3
mp-979956,Yb3Mg
mp-30776,PrMg12
mp-30778,Mg5Rh2
mp-30779,SmMg3
mp-973334,NaMg
mp-974940,Rb3Mg
mp-975110,RbMg3
mp-977056,MgPt5
mp-978263,MgU
mp-978268,MgZn
mp-978269,MgZn2
mp-978287,Mg3Mo
mp-978294,Mg3Sn
mp-978849,Sm3Mg
mp-978991,TmMg5
mp-979459,Sm5Mg
mp-981214,SrMg5
mp-1001828,WN
mp-1002207,ReN
mp-1006127,Pa3Mo
mp-1008600,ZrN2
mp-1008820,PdN2
mp-1008823,OsN2
mp-1008826,OsN2
mp-1009237,NdN
mp-1009496,OsN
mp-1009548,PdN
mp-1009596,PdN
mp-1009649,PrN
mp-1014,ZrMn2
mp-1014160,ZrN
mp-1017532,VN
mp-1017982,TlN
mp-1017983,TiMo3
mp-1017987,Tc3N
mp-1018027,VN
mp-1018851,OsN2
mp-1018948,Re2N
mp-1019052,ReN
mp-1019077,ReN2
mp-1019078,ReN2
mp-1019082,RuN2
mp-1019319,TcN
mp-1059462,MoN
mp-1061772,MgNb2
mp-1064706,MoN
mp-1065115,MoPb
mp-1065394,MoN
mp-1066821,SN
mp-1067644,PdN
mp-1069841,V2N3
mp-1072543,ZrN2
mp-1077096,ReN2
mp-1077177,Mg2Ni
mp-1077275,ReN2
mp-1078389,MoN
mp-1078816,SN
mp-1078828,OsN
mp-1079710,UMo
mp-1079760,Pd3N
mp-1080032,
mp-1080193,MoN2
mp-1087230,Si2Mo3
mp-1094084,Ni4N3
mp-1101174,WN2
mp-1104577,Mo3S4
mp-11506,Ni3Mo
mp-11508,MoP4
mp-1178600,ZrN2
mp-1185935,Mn3Os
mp-1186013,MnPd3
mp-1186014,Mo3Pd
mp-1186016,Mo3Pt
mp-1186019,MoPb3
mp-1186027,MoSe
mp-1186060,MnOs3
mp-1187069,Th3Mo
mp-1187395,Tc3Mo
mp-1187396,Tc3Mo
mp-1206704,MoPd2
mp-1215206,ZrMo
mp-1215231,ZrMo2
mp-1216675,TiMo2
mp-1216893,U7Mo
mp-1217167,Ti3N4
mp-1217398,TcMo
mp-1217419,Tc3Mo
mp-1217895,TaMo
mp-1218950,SnMo3
mp-1219135,Re3Mo
mp-1219485,ReMo
mp-1219493,ReMo3
mp-1219517,ReMo3
mp-1220327,NbMo
mp-1221387,MoW
mp-1221397,MoRh3
mp-1221413,MoPd
mp-1221418,MoOs
mp-1221419,MoRh
mp-1221420,MoPt3
mp-1221422,MoPd
mp-1221425,MoPt3
mp-1221429,MoPd3
mp-1221433,MoPt
mp-1221441,MoPt
mp-1221442,MoPd4
mp-1221461,Mo4Ru
mp-1221484,Mo2Rh
mp-1221525,Mo2N
mp-1221551,MnRu
mp-1232,Mo3Pt
mp-1238797,MoS2
mp-1239203,MoS3
mp-12595,MoRh
mp-1275,SiMo3
mp-1279,TaN
mp-12981,ScN
mp-13036,MoN
mp-13100,MoPt3
mp-13126,ZrN
mp-13174,PtN
mp-1332,Si3Mo5
mp-1431,MnSi
mp-1497,TaN
mp-1521,Sb7Mo3
mp-1627,Mo2S3
mp-16730,MoN
mp-1859,NpMn2
mp-1887,MoP2
mp-20086,MnSn2
mp-20304,RhN2
mp-2039,ScMn2
mp-2049,ZrMo2
mp-21021,Mo3Se4
mp-2164,Mo3S4
mp-219,MoP
mp-2355,MoN
mp-2577,Mn3Rh
mp-2592,Si2Mo
mp-2634,NbN
mp-2662,MnP
mp-27413,Mo8P5
mp-27943,W2N
mp-27953,Mo2N
mp-2811,MoN
mp-29973,SrN
mp-30047,Sn2Mo
mp-30777,MgPt3
mp-30787,MoRh3
mp-30788,SnMo3
mp-30789,U2Mo
mp-30790,ZrMo3
mp-31404,Mg5Si6
mp-316,MnV
mp-32652,Mo3N2
mp-339,UMn2
mp-404,MnTe
mp-558544,MoS2
mp-567617,RhN2
mp-568195,U6Mn
mp-569167,Nb4N3
mp-569228,WN
mp-685050,Nb16N9
mp-7459,Te2Mo
mp-754064,MnP2
mp-784630,Ni2Mo
mp-786,MnSb
mp-7927,Nb4N5
mp-8102,W3N4
mp-8282,Ti2N
mp-864984,MnV3
mp-952,MoPt2
mp-971911,ZnN
mp-972036,WN
mp-972071,V3Mo
mp-972845,SiMo
mp-973147,Mg5Sc
mp-973203,Sb3Mo
mp-973835,PdN
mp-973935,OsN2
mp-974420,Re3Mo
mp-974435,Re3N
mp-974589,Re3Mo
mp-974981,Rb3Mg
mp-975834,MoRu3
mp-977212,NpMn3
mp-977997,ZnMo3
mp-978086,PrMo3
mp-978255,MgTi3
mp-978264,MgW3
mp-978525,Si3Mo
mp-980034,Yb3Mg
mp-981212,TmMg2
mp-981366,Zn3N
mp-991,WN
mp-995205,VMo
mp-998900,TcN
mp-998968,TiMo
mp-999086,TcN
mp-999117,TcN
mp-999195,RuN
mp-999469,ZnN
mp-999485,ZnN
mp-999502,MoPt
mp-999503,MoN
mp-999507,MnSn
mp-999516,MnP
mp-999517,MnN
mvc-10952,MoO2
mvc-11096,MoO3
mvc-11231,SbN
mvc-13455,MoN2
mvc-13808,MnN
mvc-14624,MoN
mvc-6948,MoO2
mvc-7052,MoS2
mp-1002105,VN
mp-1002117,TcN
mp-1002181,TcN
mp-1002182,TcN
mp-1002209,ReN
mp-1002222,TlN
mp-10033,NbS2
mp-1004,Nb3Si
mp-1008762,TaN2
mp-1008798,ReN2
mp-1008860,NbS2
mp-1009471,NbN
mp-1009483,NiN
mp-1009488,NiN
mp-1009495,OsN
mp-1009545,PaN
mp-1009601,PdN
mp-1009640,PrN
mp-1009646,ReN
mp-1009694,ReN
mp-1009732,RhN
mp-1009734,RhN
mp-1009770,RuN
mp-1009833,TaN
mp-1009836,ZrN
mp-1009885,ZrN
mp-1014265,Zr2N
mp-1017546,ZrN
mp-1018018,PdN
mp-1018142,NbN
mp-1018150,NbTe2
mp-1018151,NbPd2
mp-1018160,PmN
mp-1018817,NdSe2
mp-1018849,OsN
mp-1018852,OsN2
mp-1018947,PtN2
mp-1019055,ReN2
mp-1019080,ReN2
mp-1019083,ReN2
mp-1019238,Pd2N
mp-1019239,PdN2
mp-1019272,TaN2
mp-1019316,Tc2N
mp-10196,Ta2N
mp-10228,NbSe2
mp-1046,NbSn2
mp-10564,SrN2
mp-1058159,NaS
mp-1061865,TeN2
mp-1063003,OsN2
mp-1064161,NaN3
mp-1064690,NdRu3
mp-1065290,NdRh3
mp-1071531,ReN2
mp-1072113,NbSe2
mp-1072712,NbS2
mp-1077116,NbP2
mp-1077299,ReN2
mp-1077354,ReN2
mp-1077925,Na5Sn2
mp-1078568,Pd3N
mp-1078699,NbPt3
mp-1078815,NbSe4
mp-1078955,NaTl
mp-1078996,Nb3Si2
mp-1079251,W2N3
mp-1079298,NaTl
mp-1079438,Ta2N
mp-1079585,Nb2N
mp-1079947,Pd3N
mp-1080172,TiN2
mp-1080191,Pd3N2
mp-1080194,Re3N5
mp-1080242,Pb3N4
mp-1080485,NdPt
mp-1093992,ZrN
mp-1101458,NdO2
mp-1101901,ReN2
mp-1101975,WN2
mp-1102074,OsN2
mp-1102114,TaN2
mp-1102139,NdSb2
mp-1102217,NdRu2
mp-1102348,NbRh
mp-1102441,ReN2
mp-1102559,NbSe2
mp-1102941,PN2
mp-1103420,ReN2
mp-1103985,Nd3Pt2
mp-1104400,NaSi6
mp-1104504,Nb3Te4
mp-1104743,Nd3Rh2
mp-1105669,NdZn3
mp-1106300,Nd3Ru
mp-1119,Nd2Te5
mp-1135,NbPd3
mp-11513,NbNi3
mp-11514,NbPt2
mp-11515,NbRh
mp-11675,NbTe2
mp-1180334,NO
mp-1186066,Na3Ni
mp-1186067,Na3Pd
mp-1186070,Na3Pr
mp-1186072,Na3Rh
mp-1186073,Na3Ni
mp-1186074,Na3Pd
mp-1186079,Na3Si
mp-1186080,Na3Sn
mp-1186083,Na3Sm
mp-1186084,Na3Yb
mp-1186085,Na3Ta
mp-1186087,Na3Tc
mp-1186088,Na3Tl
mp-1186089,Na3Yb
mp-1186091,Na3Zn
mp-1186092,Na3Zr
mp-1186094,Na3Zn
mp-1186099,Na3Zn
mp-1186169,NaPr3
mp-1186173,NaPm3
mp-1186176,NaSn3
mp-1186178,NaTb3
mp-1186186,NaTb3
mp-1186189,NaTl3
mp-1186190,NaSn3
mp-1186191,NaY3
mp-1186192,NaTi3
mp-1186202,NaY3
mp-1186211,NaZn3
mp-1186218,Nb3Os
mp-1186219,Nb3Se
mp-1186225,NbOs3
mp-1186229,NbRu3
mp-1186230,NbRh3
mp-1186237,NbSn3
mp-1186243,PmNd3
mp-1186280,Nd3Ti
mp-1186282,Nd3Ti
mp-1186283,Nd3Sc
mp-1186284,Nd3Pa
mp-1186290,Nd3Zn
mp-1186323,NdSm3
mp-1186331,NdTm
mp-1186337,NdZr
mp-1186523,Pm3Nd
mp-1186614,PmNd
mp-1186722,Pr3Nb
mp-1186724,Pr3Nd
mp-1186753,PrNd
mp-1186972,Sc3Nb
mp-1187056,Sn3N
mp-1187063,Th3Nb
mp-1187295,Tb3Nd
mp-1187356,TbNd
mp-1187514,Ti3Nb
mp-1187591,Ti3N2
mp-1187680,YbNb3
mp-1187906,Zn3N
mp-1187985,Yb3Nb
mp-1188007,Zr3N
mp-1188656,Nd3Os
mp-1192187,NaTl
mp-1192223,Nb6Sn5
mp-1207123,NbSb
mp-12104,NbSi2
mp-1213,NdSb
mp-1215202,ZrNb
mp-1216242,W2N3
mp-1216464,V4N3
mp-1216538,UNb
mp-1217091,Ti3Nb
mp-1217441,Tc4N3
mp-1217892,TaNb
mp-1217984,Ta3N
mp-1218021,Ta4N3
mp-1219716,PrNd
mp-1220069,NdTh
mp-1220270,Nd2Tm
mp-1220272,Nd2Si3
mp-1220274,Nd2Y
mp-1220285,NbPt4
mp-1220308,Nd2Si3
mp-1220312,Nd2O3
mp-1220316,NbW
mp-1220321,NbPt2
mp-1220322,NbRe
mp-1220323,NbTc
mp-1220332,NbPd
mp-1220360,NbOs3
mp-1220368,NbPd4
mp-1220372,NbRu3
mp-1220379,NbRh2
mp-1220401,Nb4Pd
mp-1220414,NbRh2
mp-1220441,Nb4Rh
mp-1220519,Nb4N3
mp-1220588,Nb3Si
mp-1220631,Nb3S4
mp-1220634,Nb2Tc
mp-1220635,Nb3Pd
mp-1220677,Nb2Ru
mp-1220681,Nb2Se3
mp-1220726,Nb2N
mp-1245,Sr2N
mp-12627,Nb3S4
mp-12700,NbPt3
mp-13098,YN
mp-13116,NiN
mp-13173,PtN
mp-13175,PtN
mp-13686,Nb5Si3
mp-1451,NbNi3
mp-1453,NdSe
mp-1459,TaN
mp-1533,Nd3Tl
mp-1545,Nb3Rh
mp-1564,NaTl
mp-15799,NbN
mp-15837,Nb5Se4
mp-1586,NdSb
mp-1642,Ta5N6
mp-1802,NbS2
mp-18254,Nb7P4
mp-1932,Nb3Os
mp-1963,NbRh
mp-1969,NbSb2
mp-20196,NbTe4
mp-2033,Ni3N
mp-2053,Nb3Sb
mp-20555,NaPb3
mp-21264,OsN2
mp-2204,Nd3Te4
mp-22068,Nb3Pb
mp-2207,NbSe2
mp-2243,NbS
mp-2271,NaPt2
mp-2311,NbO
mp-2330,Nb2Se3
mp-2333,NdPd3
mp-235,SN
mp-2359,NdPt5
mp-2449,NbRh3
mp-2478,NbSi2
mp-2533,NbO2
mp-2692,NbO
mp-2701,NbN
mp-2720,NdPt2
mp-274,Nb5Sb4
mp-27793,Nb2Se
mp-28212,Nb4O5
mp-2823,NdP
mp-30711,Nd2Zn17
mp-30792,NaPb
mp-30794,Na15Sn4
mp-30795,Na2Tl
mp-30797,Nb5Te4
mp-30800,NdZn2
mp-30801,NdZn5
mp-31284,NaSn5
mp-33090,V2N
mp-432,NbRu
mp-492,TiN
mp-510087,Pd2N
mp-510503,Nd5Sn3
mp-530,Nd4Sb3
mp-561,Nb3Se4
mp-567345,NbRh
mp-567871,Nb5Si3
mp-567996,Nb5Si3
mp-568098,Nd3Se4
mp-568347,NbSe2
mp-568862,OsN2
mp-569347,Nd5Sn4
mp-569352,NdTl3
mp-569366,Nb3Tl
mp-569630,NdOs2
mp-570,NdTe
mp-570451,Nb2Te3
mp-570454,TaN
mp-570604,TaN
mp-570707,NdSe2
mp-570751,Nb3Te
mp-570934,NdPt
mp-571133,NbSe2
mp-571224,Nb5Sb4
mp-571405,NdTl
mp-607371,RuN2
mp-632475,NbS2
mp-634965,NbO
mp-647,NbS
mp-672271,NbSe2
mp-684642,SN
mp-7105,NdSi2
mp-7234,Nb5N6
mp-740,NdTe3
mp-754197,NdO
mp-755690,NbO2
mp-7564,Nb3Te4
mp-7698,NdS2
mp-774873,NbS2
mp-7790,Ti2N
mp-8046,Ta4N5
mp-8101,WN2
mp-834,ThN
mp-864742,Na3Sn
mp-864757,YbN2
mp-866083,Zr3N2
mp-884,NdSi2
mp-925,VN
mp-9339,NbP
mp-953,NbZn3
mp-972551,U3Nb
mp-973229,ScNb
mp-973785,PbN
mp-973933,NiN
mp-974066,Nd3Sm
mp-974068,Nd3Th
mp-974613,NdP3
mp-974754,NdPa3
mp-974779,NdTh3
mp-974850,Rb3Nd
mp-974862,Rb3Na
mp-974866,Rb3Na
mp-974883,Rb3Na
mp-974925,NdY3
mp-975109,RbNa3
mp-975298,RbNa3
mp-975887,PrNd3
mp-976356,NdSc3
mp-976751,Nd3Zr
mp-976863,NaTm3
mp-976903,NaNd3
mp-976943,NaRe3
mp-976971,NaPd3
mp-977138,NaTc3
mp-977140,NaTa3
mp-977182,NaNb3
mp-977206,NaTm
mp-977403,Na3Tl
mp-977434,Nb3Ru
mp-980189,NaYb3
mp-980941,Ti3N
mp-980945,Ti3Nb
mp-981232,Ti3Nb
mp-982734,WN2
mp-982773,Na3Tl
mp-982779,NbTe
mp-982871,Na3Pt
mp-982873,Na3Tl
mp-982981,Na3Rh
mp-9830,NbP
mp-983445,Na3Pt
mp-983550,Pa3Nb
mp-9967,NdSi
mp-998903,TiN
mp-998908,TiN
mp-999263,RhN
mp-999264,ReN
mp-999266,ReN
mp-999293,PdN
mp-999296,Pd3N
mp-999300,PdN
mp-999303,PdN
mp-999307,OsN
mp-999317,OsN
mp-999335,NdRh
mp-999336,NdPd
mp-999339,NdNi
mp-999355,NbN
mp-999357,NbN
mp-999376,NbPt
mp-999394,Nb3Ni
mp-999396,Nb3Ni
mp-999437,Nb3Ni
mp-999473,ZnN
mp-999496,Na3N
mvc-11162,NiN
mvc-13303,VN
mvc-13772,TeN2
mvc-13927,SnN
mvc-15387,WN
mvc-15427,WN2
mp-1017,Zr3O
mp-1017542,ZrOs3
mp-1018829,NpTe2
mp-1018886,PdO2
mp-1019,YNi2
mp-10197,ZrO
mp-10260,Ni3Sb
mp-10264,NiTe
mp-1036,NpRu2
mp-1048,TiNi
mp-1050,Ni3S4
mp-1062510,NdPd2
mp-1063118,Si2O
mp-1065811,SnO
mp-1067248,TiNi
mp-1067475,TiNi
mp-1069751,Pr2Os3
mp-1071078,NiSe2
mp-1071163,TiO
mp-1072461,UO5
mp-10728,PdO
mp-10729,Pd2O
mp-10733,Sm2O3
mp-10734,Ti4O5
mp-1077716,PtO2
mp-1079480,Tb3Ni2
mp-1080147,Ni3Sn
mp-1080433,YbNi
mp-1085,UOs2
mp-1094003,ZnO2
mp-1094089,NiS2
mp-1095177,SiNi
mp-1095184,NpSe3
mp-1095224,PtO2
mp-1095264,OsO2
mp-1095482,YbOs2
mp-1095546,ReO2
mp-1101992,Ta2Ni
mp-1102036,NiP
mp-1102324,NiTe2
mp-1102378,NdRe2
mp-1103688,Nd3Pt4
mp-1103979,Nd5Ru2
mp-1104199,Nd3Pd4
mp-1105945,Sm3Ni
mp-1106023,NiSb3
mp-1106122,Pr3Ni
mp-1106152,Nd5Pb3
mp-11344,PrO
mp-1147,Ti3O5
mp-11521,ScNi
mp-11522,Ni3Sn
mp-11523,Ni3Sn
mp-11524,TlNi
mp-11525,TmNi
mp-11531,VNi2
mp-11535,NpOs2
mp-11540,PtO
mp-1157,TaNi2
mp-1178654,YbO3
mp-1178667,YbO2
mp-1178760,W2O7
mp-1178777,W3O10
mp-1178853,UO4
mp-1178859,UO4
mp-1178928,U3O10
mp-1179128,SrO6
mp-1179143,SrO6
mp-1179197,SrO10
mp-1179224,SrO10
mp-1179608,SO4
mp-11799,PrNi
mp-1186035,NdTc3
mp-1186117,NiPt3
mp-1186244,PmNd3
mp-1186287,Nd3Zn
mp-1186327,NdTa3
mp-1186352,Os3O
mp-1186370,Ni3Se
mp-1186373,Os3O
mp-1186383,OsPb3
mp-1186393,NpSc3
mp-1186421,Pb3O
mp-1186448,Pb3O
mp-1186856,Pu3Np
mp-1186863,Rb3Nd
mp-1186987,ScO3
mp-1186989,ScOs3
mp-1187128,Sr3Ni
mp-1187243,TaOs3
mp-1187248,TaOs3
mp-1187671,Ti3Ni
mp-1187673,TmOs3
mp-1187855,YO
mp-1187864,YNp3
mp-1187883,YOs3
mp-1187893,YNp3
mp-1187948,Zn3Ni
mp-1187982,Yb3Nd
mp-1188073,Zr3Ni
mp-1188200,Nd3Ni
mp-1188498,Nd5Si3
mp-1189565,Tb3Os
mp-1190013,TiNi
mp-1190029,Sm3Os
mp-1203,TiO
mp-12049,Nd2Sb
mp-1205302,TcO2
mp-1206160,YbO3
mp-1206845,Pt2O
mp-1206987,ThO
mp-1207075,TlO
mp-1207792,VO3
mp-1208655,SrO10
mp-1208867,Si2O
mp-1215,Ti2O
mp-1216313,VNi
mp-1216890,TiNi
mp-1217135,Ti4O3
mp-1217152,Ti2O
mp-1217157,Ti3O4
mp-1217408,TcNi
mp-1217906,TaOs3
mp-1219175,Sm2O
mp-1219285,SiNi3
mp-1219922,NiRu
mp-1220039,OsPt4
mp-1220052,NiPt
mp-1220085,Ni3Te4
mp-1220109,Ni3S2
mp-1220208,Nd3Y
mp-1237229,ReO3
mp-1238819,PO2
mp-12701,NdSn2
mp-12875,ReO2
mp-1336,PdO
mp-1343,NdNi2
mp-1364,YNi
mp-1402,SmNi2
mp-14024,Zr3O
mp-1409,TiNi3
mp-1486,ZnNi
mp-1532,NpNi2
mp-1547,NiS
mp-15651,NiSe
mp-1576,TmNi2
mp-1604,Pt3O4
mp-1611,SmO
mp-171,VNi3
mp-1748,NdS
mp-1781,NdRu2
mp-1867,Ta2Ni
mp-1895,TaO
mp-190,ReO3
mp-1977,NdSn3
mp-19895,NiSb2
mp-20112,Ni3Sn
mp-20119,PtO2
mp-20158,PbO2
mp-2016,PrNi2
mp-20174,Ni3Sn4
mp-203,NiTe
mp-2056,Ni3Se2
mp-20601,NdPb3
mp-20633,PbO2
mp-20741,ReO3
mp-20901,NiSe2
mp-20994,TaO2
mp-21167,Ni2P
mp-220,ThNi2
mp-22071,SbO2
mp-2237,TeO2
mp-2250,ZrNi2
mp-22619,NiP2
mp-2290,NdRh2
mp-2291,Si2Ni
mp-2296,Ni3P
mp-2301,NiP3
mp-2364,PaO2
mp-2409,Ni5Sb2
mp-2498,PrOs2
mp-2537,NdS2
mp-2550,NdTe2
mp-2578,NiTe2
mp-2591,Ti3O
mp-2664,TiO
mp-2716,TiNi
mp-2717,Zr2Ni7
mp-2729,Sn7Os3
mp-276,TbNi2
mp-2790,Ni12P5
mp-291,TiOs
mp-29727,Ta4O
mp-30803,PuNi2
mp-30811,Ni4W
mp-31103,Ni3Te2
mp-32564,NdO3
mp-32749,NdO3
mp-32795,Re3O8
mp-328,Zr2Ni
mp-32927,Tb2O3
mp-33088,ZrO
mp-33104,Sm2O
mp-33137,TcO2
mp-351,SiNi
mp-362,Ni3S2
mp-429,ZnNi
